ID,Duration,Start,End,Power
349,6.64,2016-07-27 07:25:00.990,2016-07-27 14:03:27.600,42.86
350,5.62,2016-07-27 14:10:42.007,2016-07-27 19:47:43.773,43.35
351,17.38,2016-07-27 20:06:34.353,2016-07-28 13:29:17.497,33.26
352,6.89,2016-07-28 16:14:33.750,2016-07-28 23:07:50.263,46.21
353,7.91,2016-07-28 23:28:09.530,2016-07-29 07:22:40.873,31.15
354,15.28,2016-07-29 12:17:49.697,2016-07-30 03:34:22.633,39.21
355,18.61,2016-07-30 03:56:59.363,2016-07-30 22:33:24.660,37.8
356,14.76,2016-07-30 23:04:20.193,2016-07-31 13:49:47.597,32.3
357,13.74,2016-07-31 23:40:27.027,2016-08-01 13:24:37.890,34.69
358,7.64,2016-08-01 14:00:16.080,2016-08-01 21:38:46.953,43.98
359,7.99,2016-08-03 01:02:03.840,2016-08-03 09:01:24.340,44.68
360,6.32,2016-08-03 09:13:36.117,2016-08-03 15:32:51.477,49.82
361,6.56,2016-08-03 15:32:57.090,2016-08-03 22:06:37.577,37.49
362,5.89,2016-08-03 22:06:42.120,2016-08-04 03:59:53.847,34.33
363,5.8,2016-08-04 04:13:40.413,2016-08-04 10:01:27.160,32.09
364,16.64,2016-08-04 22:18:46.633,2016-08-05 14:56:56.477,34.51
365,32.72,2016-08-05 15:14:37.057,2016-08-06 23:57:40.423,37.12
366,18.6,2016-08-07 00:17:48.303,2016-08-07 18:53:58.343,35.44
367,6.71,2016-08-08 06:23:21.450,2016-08-08 13:05:40.920,47.0
368,6.18,2016-08-08 13:05:44.923,2016-08-08 19:16:44.250,44.21
369,12.62,2016-08-09 04:08:01.463,2016-08-09 16:44:57.107,44.84
370,5.79,2016-08-09 17:00:01.240,2016-08-09 22:47:11.047,40.44
371,6.5,2016-08-09 23:03:35.850,2016-08-10 05:33:39.590,49.07
372,6.97,2016-08-10 06:10:10.407,2016-08-10 13:08:26.950,35.32
373,6.47,2016-08-10 13:15:09.200,2016-08-10 19:43:18.173,48.35
374,6.39,2016-08-10 19:43:24.883,2016-08-11 02:06:36.750,30.76
375,6.98,2016-08-11 02:06:41.000,2016-08-11 09:05:25.047,49.12
376,8.63,2016-08-11 09:31:55.000,2016-08-11 18:09:40.617,36.29
377,6.61,2016-08-11 18:23:57.563,2016-08-12 01:00:25.920,40.86
378,22.8,2016-08-12 05:30:55.143,2016-08-13 04:18:42.067,47.71
379,23.29,2016-08-13 05:06:01.900,2016-08-14 04:23:25.503,46.45
380,7.06,2016-08-17 06:23:40.080,2016-08-17 13:27:00.973,36.74
381,6.38,2016-08-17 13:30:23.813,2016-08-17 19:53:01.230,33.82
382,6.57,2016-08-17 20:25:56.200,2016-08-18 03:00:23.353,47.74
383,24.51,2016-08-18 03:37:28.763,2016-08-19 04:07:58.537,42.28
384,6.21,2016-08-19 04:31:20.580,2016-08-19 10:43:39.357,40.34
385,6.27,2016-08-19 11:46:09.357,2016-08-19 18:02:27.470,41.26
386,5.85,2016-08-19 21:26:35.400,2016-08-20 03:17:23.517,39.66
387,14.13,2016-08-20 05:47:35.260,2016-08-20 19:55:27.570,32.9
388,30.98,2016-08-20 20:14:16.487,2016-08-22 03:13:01.893,31.81
389,7.92,2016-08-22 10:53:28.793,2016-08-22 18:48:48.200,32.16
390,12.42,2016-08-22 19:11:37.980,2016-08-23 07:36:56.080,49.4
391,6.63,2016-08-23 08:03:22.270,2016-08-23 14:41:10.007,43.04
392,7.42,2016-08-23 15:01:04.300,2016-08-23 22:26:08.597,48.74
393,6.06,2016-08-23 22:41:18.080,2016-08-24 04:44:51.020,45.62
394,27.3,2016-08-24 05:24:20.097,2016-08-25 08:42:24.583,32.09
395,7.11,2016-08-25 09:35:48.520,2016-08-25 16:42:36.880,33.08
396,7.43,2016-08-25 16:42:44.747,2016-08-26 00:08:34.530,35.91
397,6.69,2016-08-26 00:08:40.563,2016-08-26 06:49:58.737,48.23
398,22.12,2016-08-26 09:24:07.793,2016-08-27 07:31:23.310,31.7
399,21.64,2016-08-27 08:33:06.380,2016-08-28 06:11:43.910,42.27
400,15.86,2016-08-28 06:11:49.140,2016-08-28 22:03:10.860,38.69
401,7.53,2016-08-29 20:18:15.243,2016-08-30 03:49:51.413,46.0
402,9.65,2016-08-30 03:49:58.780,2016-08-30 13:29:09.890,30.03
403,6.02,2016-08-30 13:43:36.087,2016-08-30 19:45:04.833,45.1
404,6.25,2016-08-30 21:33:05.957,2016-08-31 03:48:07.730,35.87
405,6.85,2016-08-31 04:09:33.780,2016-08-31 11:00:40.497,46.63
406,5.75,2016-08-31 11:26:35.800,2016-08-31 17:11:36.850,30.63
407,5.98,2016-08-31 18:10:36.073,2016-09-01 00:09:26.147,36.26
408,6.33,2016-09-01 12:57:18.487,2016-09-01 19:16:57.447,35.64
409,26.2,2016-09-02 04:55:37.983,2016-09-03 07:07:42.337,37.97
410,21.48,2016-09-03 07:57:04.843,2016-09-04 05:26:09.557,42.98
411,19.21,2016-09-04 05:50:52.093,2016-09-05 01:03:11.003,31.08
412,6.32,2016-09-05 16:27:10.223,2016-09-05 22:46:05.990,47.3
413,6.51,2016-09-05 22:46:09.717,2016-09-06 05:17:02.840,44.6
414,16.33,2016-09-06 09:07:01.970,2016-09-07 01:26:42.433,41.68
415,6.94,2016-09-07 01:26:47.447,2016-09-07 08:23:03.930,42.93
416,14.96,2016-09-07 08:52:08.373,2016-09-07 23:49:44.517,42.03
417,7.96,2016-09-07 23:49:49.170,2016-09-08 07:47:30.720,40.49
418,10.46,2016-09-08 08:21:17.427,2016-09-08 18:48:59.240,43.62
419,15.48,2016-09-09 11:42:59.177,2016-09-10 03:11:30.757,46.58
420,28.36,2016-09-10 03:11:44.077,2016-09-11 07:33:22.033,48.97
421,11.84,2016-09-11 08:02:35.590,2016-09-11 19:52:51.987,34.59
422,21.96,2016-09-11 20:07:45.747,2016-09-12 18:05:13.550,44.21
423,6.7,2016-09-15 05:47:58.793,2016-09-15 12:30:13.870,38.48
424,28.63,2016-09-15 12:30:17.823,2016-09-16 17:08:19.147,47.33
425,6.07,2016-09-16 17:08:22.413,2016-09-16 23:12:28.363,30.95
426,15.27,2016-09-17 02:57:05.530,2016-09-17 18:13:31.170,41.05
427,34.29,2016-09-17 18:31:08.503,2016-09-19 04:48:22.130,46.89
428,6.16,2016-09-19 13:05:19.467,2016-09-19 19:14:57.257,46.0
429,7.93,2016-09-19 19:46:09.100,2016-09-20 03:42:07.507,43.31
430,7.34,2016-09-20 03:42:12.533,2016-09-20 11:02:51.133,42.46
431,6.63,2016-09-20 11:05:36.050,2016-09-20 17:43:12.833,38.57
432,10.79,2016-09-20 17:53:07.933,2016-09-21 04:40:33.417,36.42
433,7.44,2016-09-21 04:41:06.913,2016-09-21 12:07:38.270,41.26
434,6.37,2016-09-21 12:17:13.093,2016-09-21 18:39:11.203,43.6
435,8.77,2016-09-21 18:45:12.337,2016-09-22 03:31:08.540,47.48
436,6.17,2016-09-22 06:00:04.930,2016-09-22 12:10:21.820,33.34
437,4.44,2016-09-22 12:24:09.637,2016-09-22 16:50:17.393,34.99
438,13.46,2016-09-23 15:19:49.787,2016-09-24 04:47:39.513,37.09
439,16.21,2016-09-24 05:09:00.813,2016-09-24 21:21:19.670,45.33
440,14.74,2016-09-24 22:13:50.590,2016-09-25 12:58:10.137,33.86
441,6.65,2016-09-25 21:50:25.727,2016-09-26 04:29:10.243,47.88
442,7.13,2016-09-26 04:29:13.730,2016-09-26 11:37:02.857,49.2
443,6.61,2016-09-26 11:37:07.110,2016-09-26 18:13:51.940,32.95
444,11.72,2016-09-27 00:41:09.667,2016-09-27 12:24:09.983,36.59
445,6.56,2016-09-27 12:24:13.307,2016-09-27 18:58:01.953,43.72
446,6.63,2016-09-27 18:58:06.150,2016-09-28 01:36:04.310,32.96
447,8.72,2016-09-28 01:36:12.787,2016-09-28 10:19:34.480,48.92
448,6.79,2016-09-28 10:19:38.173,2016-09-28 17:06:49.227,33.82
449,8.7,2016-09-28 17:06:53.050,2016-09-29 01:49:10.493,39.25
450,39.7,2016-09-29 01:49:14.973,2016-09-30 17:31:16.040,35.83
451,61.44,2016-09-30 17:31:20.227,2016-10-03 06:57:49.713,49.68
452,42.97,2016-10-01 05:07:43.780,2016-10-03 00:06:13.000,32.04
453,6.87,2016-10-03 00:06:18.547,2016-10-03 06:58:37.430,43.08
454,15.53,2016-10-03 06:58:43.160,2016-10-03 22:30:22.317,43.17
455,6.38,2016-10-03 22:30:28.080,2016-10-04 04:53:12.457,32.04
456,9.32,2016-10-04 04:53:19.177,2016-10-04 14:12:30.967,34.18
457,6.37,2016-10-04 14:12:36.030,2016-10-04 20:34:57.117,39.11
458,6.52,2016-10-04 20:35:02.837,2016-10-05 03:06:19.060,49.95
459,9.21,2016-10-05 03:06:24.113,2016-10-05 12:19:05.390,38.71
460,6.82,2016-10-05 12:19:09.167,2016-10-05 19:08:05.917,43.2
461,7.63,2016-10-05 19:08:09.610,2016-10-06 02:45:45.420,40.31
462,6.8,2016-10-06 02:45:48.067,2016-10-06 09:34:03.540,47.7
463,10.17,2016-10-06 09:34:33.417,2016-10-06 19:44:41.700,30.16
464,13.59,2016-10-06 19:44:46.110,2016-10-07 09:20:06.350,39.19
465,13.26,2016-10-07 09:20:25.550,2016-10-07 22:35:44.170,33.56
466,47.57,2016-10-07 22:36:13.203,2016-10-09 22:10:08.477,40.61
467,7.63,2016-10-09 22:10:14.660,2016-10-10 05:48:16.117,37.1
468,8.65,2016-10-10 05:48:19.647,2016-10-10 14:27:18.423,34.02
469,7.93,2016-10-10 14:27:22.920,2016-10-10 22:23:21.890,32.74
470,28.66,2016-10-10 22:23:29.233,2016-10-12 03:02:51.777,36.01
471,6.61,2016-10-12 03:02:56.077,2016-10-12 09:39:49.413,38.3
472,6.26,2016-10-12 09:39:52.307,2016-10-12 15:55:15.867,32.5
473,11.48,2016-10-12 15:55:19.910,2016-10-13 03:24:20.593,35.37
474,6.09,2016-10-13 03:24:31.617,2016-10-13 09:30:09.460,38.96
475,5.05,2016-10-13 09:30:14.523,2016-10-13 14:33:16.600,45.34
476,32.12,2016-10-13 14:33:38.323,2016-10-14 22:40:54.523,38.66
477,15.53,2016-10-14 22:41:14.240,2016-10-15 14:13:08.830,31.93
478,9.97,2016-10-15 14:13:19.003,2016-10-16 00:11:27.223,33.3
479,29.06,2016-10-16 00:11:33.340,2016-10-17 05:14:56.927,38.03
480,7.54,2016-10-17 05:15:04.460,2016-10-17 12:47:32.907,35.08
481,7.62,2016-10-17 12:47:35.963,2016-10-17 20:24:36.817,39.9
482,12.48,2016-10-17 20:24:40.650,2016-10-18 08:53:14.403,47.32
483,6.6,2016-10-18 08:53:21.900,2016-10-18 15:29:36.230,44.27
484,8.0,2016-10-18 15:29:39.263,2016-10-18 23:29:42.417,31.59
485,6.52,2016-10-18 23:29:46.603,2016-10-19 06:01:00.627,31.2
486,6.39,2016-10-19 06:01:06.863,2016-10-19 12:24:45.330,47.98
487,8.74,2016-10-19 12:24:50.510,2016-10-19 21:09:13.093,42.6
488,6.1,2016-10-19 21:09:22.583,2016-10-20 03:15:07.553,40.14
489,15.75,2016-10-20 03:15:12.840,2016-10-20 19:00:22.570,40.19
490,6.52,2016-10-20 19:00:30.783,2016-10-21 01:31:43.450,47.31
491,16.7,2016-10-21 01:31:47.053,2016-10-21 18:13:49.727,36.64
492,9.2,2016-10-21 18:13:54.020,2016-10-22 03:26:00.907,45.72
493,25.52,2016-10-22 03:26:06.750,2016-10-23 04:57:11.910,49.08
494,10.93,2016-10-23 04:57:18.007,2016-10-23 15:53:10.107,35.39
495,7.4,2016-10-24 12:19:00.800,2016-10-24 19:43:05.613,46.44
496,20.08,2016-10-24 19:43:09.953,2016-10-25 15:48:01.427,41.12
497,8.2,2016-10-25 15:48:10.083,2016-10-26 00:00:23.257,31.89
498,13.93,2016-10-26 00:00:26.653,2016-10-26 13:56:24.367,49.28
499,6.59,2016-10-26 00:01:31.867,2016-10-26 06:37:13.470,48.02
500,8.08,2016-10-26 13:56:29.583,2016-10-26 22:01:24.000,37.97
501,7.13,2016-10-26 22:01:27.710,2016-10-27 05:09:02.227,31.9
502,6.29,2016-10-27 05:09:07.010,2016-10-27 11:26:38.237,32.67
503,6.48,2016-10-27 11:26:44.560,2016-10-27 17:55:40.807,35.47
504,8.48,2016-10-27 17:55:51.050,2016-10-28 02:24:27.987,44.54
505,11.58,2016-10-28 02:24:32.850,2016-10-28 13:59:29.780,47.84
506,42.48,2016-10-28 13:59:35.510,2016-10-30 08:28:28.117,36.58
507,6.34,2016-11-02 11:29:00.697,2016-11-02 17:49:24.983,45.3
508,6.62,2016-11-02 17:49:28.663,2016-11-03 00:26:26.657,48.22
509,6.69,2016-11-03 00:26:31.617,2016-11-03 07:08:10.577,36.77
510,4.58,2016-11-03 09:30:51.227,2016-11-03 14:05:29.513,32.58
511,8.69,2016-11-03 14:05:33.483,2016-11-03 22:47:09.867,38.62
512,5.75,2016-11-03 22:47:15.887,2016-11-04 04:32:20.133,49.03
513,12.96,2016-11-04 04:32:23.783,2016-11-04 17:29:46.770,49.08
514,11.96,2016-11-04 17:29:50.770,2016-11-05 05:27:33.063,30.2
515,15.66,2016-11-05 05:43:29.270,2016-11-05 21:23:04.297,31.88
516,35.39,2016-11-05 21:23:07.780,2016-11-07 08:46:27.153,34.97
517,6.05,2016-11-07 08:46:35.097,2016-11-07 14:49:42.897,45.67
518,24.13,2016-11-07 14:49:45.460,2016-11-08 14:57:29.640,31.41
519,7.46,2016-11-08 14:57:33.523,2016-11-08 22:24:57.287,31.72
520,6.76,2016-11-08 22:25:02.017,2016-11-09 05:10:25.513,49.65
521,8.92,2016-11-09 05:10:35.617,2016-11-09 14:05:36.820,35.15
522,17.0,2016-11-09 14:05:41.503,2016-11-10 07:05:46.617,48.88
523,6.29,2016-11-10 07:05:49.773,2016-11-10 13:23:09.500,43.39
524,14.48,2016-11-10 13:23:13.880,2016-11-11 03:52:17.600,45.95
525,48.82,2016-11-11 03:52:23.997,2016-11-13 04:41:30.100,42.41
526,30.73,2016-11-13 04:41:34.897,2016-11-14 11:25:38.817,38.27
527,6.78,2016-11-14 11:25:43.057,2016-11-14 18:12:32.487,42.84
528,6.55,2016-11-14 18:12:35.390,2016-11-15 00:45:28.777,36.99
529,5.95,2016-11-15 00:45:32.320,2016-11-15 06:42:33.230,39.93
530,6.4,2016-11-15 06:42:37.320,2016-11-15 13:06:32.610,32.72
531,6.56,2016-11-15 13:06:36.083,2016-11-15 19:39:55.903,41.31
532,6.58,2016-11-15 19:39:59.623,2016-11-16 02:14:46.797,48.57
533,6.35,2016-11-16 02:14:51.517,2016-11-16 08:35:40.067,38.95
534,7.31,2016-11-16 08:35:43.570,2016-11-16 15:54:32.460,30.99
535,6.12,2016-11-16 15:54:40.383,2016-11-16 22:02:03.680,30.01
536,5.65,2016-11-16 22:02:07.963,2016-11-17 03:40:53.470,44.42
537,34.86,2016-11-17 03:40:57.920,2016-11-18 14:32:27.963,49.02
538,35.35,2016-11-18 14:32:30.487,2016-11-20 01:53:44.600,31.63
539,8.11,2016-11-20 22:28:59.877,2016-11-21 06:35:31.957,30.79
540,5.89,2016-11-21 06:35:36.217,2016-11-21 12:29:08.137,31.36
541,7.09,2016-11-21 12:29:11.960,2016-11-21 19:34:25.543,35.56
542,7.53,2016-11-21 19:34:30.640,2016-11-22 03:06:10.133,38.99
543,5.9,2016-11-22 03:06:13.957,2016-11-22 09:00:12.407,37.37
544,6.63,2016-11-22 09:00:15.073,2016-11-22 15:38:09.573,44.77
545,6.68,2016-11-22 15:38:13.200,2016-11-22 22:19:03.870,34.39
546,6.48,2016-11-22 22:19:07.007,2016-11-23 04:47:53.173,43.17
547,6.3,2016-11-23 04:47:56.227,2016-11-23 11:06:02.437,39.47
548,8.1,2016-11-23 11:06:05.307,2016-11-23 19:12:03.387,31.48
549,6.81,2016-11-23 19:12:07.280,2016-11-24 02:00:57.183,33.61
550,26.07,2016-11-24 02:01:01.077,2016-11-25 04:05:13.283,34.26
551,18.02,2016-11-25 05:36:02.290,2016-11-25 23:37:06.300,40.98
552,20.62,2016-11-25 23:37:10.570,2016-11-26 20:14:32.650,38.01
553,11.03,2016-11-26 20:14:37.357,2016-11-27 07:16:25.157,39.09
554,31.67,2016-11-27 07:16:31.027,2016-11-28 14:56:39.517,36.42
555,8.9,2016-11-28 18:40:36.457,2016-11-29 03:34:26.560,33.16
556,6.02,2016-11-29 03:34:30.103,2016-11-29 09:35:44.997,46.33
557,6.34,2016-11-29 09:35:49.957,2016-11-29 15:56:26.797,45.6
558,6.81,2016-11-29 15:56:31.287,2016-11-29 22:45:15.833,43.86
559,7.16,2016-11-29 22:45:20.363,2016-11-30 05:54:58.903,40.99
560,10.74,2016-11-30 05:55:02.600,2016-11-30 16:39:27.757,33.02
561,8.37,2016-11-30 16:39:31.613,2016-12-01 01:01:58.383,44.58
562,6.51,2016-12-01 01:02:01.967,2016-12-01 07:32:41.037,34.48
563,5.93,2016-12-01 10:07:53.487,2016-12-01 16:03:44.247,41.24
564,6.86,2016-12-01 16:03:47.580,2016-12-01 22:55:33.830,40.4
565,6.06,2016-12-01 22:55:38.727,2016-12-02 04:59:08.780,38.83
566,29.73,2016-12-02 04:59:13.273,2016-12-03 10:43:17.700,33.95
567,29.72,2016-12-03 10:43:23.357,2016-12-04 16:26:43.527,38.54
568,5.91,2016-12-05 17:12:38.680,2016-12-05 23:07:02.040,47.77
569,7.99,2016-12-05 23:07:06.487,2016-12-06 07:06:46.320,47.61
570,23.14,2016-12-06 07:06:52.197,2016-12-07 06:15:22.003,46.08
571,12.11,2016-12-07 06:15:27.013,2016-12-07 18:21:52.573,31.04
572,6.19,2016-12-07 18:21:58.140,2016-12-08 00:33:10.333,38.87
573,6.05,2016-12-08 00:33:18.203,2016-12-08 06:36:22.360,37.78
574,13.77,2016-12-08 06:36:25.577,2016-12-08 20:22:48.170,40.44
575,6.95,2016-12-08 20:22:52.687,2016-12-09 03:19:35.180,35.16
576,21.01,2016-12-09 03:19:59.907,2016-12-10 00:20:44.303,31.55
577,11.01,2016-12-10 00:20:48.083,2016-12-10 11:21:28.180,43.28
578,21.37,2016-12-10 11:21:34.310,2016-12-11 08:43:55.503,36.67
579,11.09,2016-12-12 03:22:21.587,2016-12-12 14:27:32.930,44.32
580,7.7,2016-12-12 14:27:35.603,2016-12-12 22:09:22.860,32.15
581,8.5,2016-12-12 22:09:27.100,2016-12-13 06:39:25.873,47.95
582,6.9,2016-12-13 06:39:32.963,2016-12-13 13:33:39.433,40.65
583,12.84,2016-12-13 13:33:43.323,2016-12-14 02:24:11.153,33.76
584,6.84,2016-12-14 02:24:15.077,2016-12-14 09:14:36.220,45.33
585,7.52,2016-12-14 09:14:52.920,2016-12-14 16:45:59.620,40.48
586,6.53,2016-12-14 16:46:04.177,2016-12-14 23:18:03.923,35.02
587,6.15,2016-12-14 23:18:08.177,2016-12-15 05:27:04.230,47.38
588,10.0,2016-12-15 05:27:08.200,2016-12-15 15:27:11.917,49.14
589,10.44,2016-12-16 06:50:25.290,2016-12-16 17:17:05.000,39.22
590,15.29,2016-12-16 17:17:07.700,2016-12-17 08:34:23.827,42.26
591,25.88,2016-12-17 08:34:28.890,2016-12-18 10:27:16.900,41.72
592,5.73,2016-12-19 17:31:00.093,2016-12-19 23:14:35.100,35.63
593,8.14,2016-12-19 23:14:39.203,2016-12-20 07:23:10.700,46.11
594,6.55,2016-12-20 07:23:14.170,2016-12-20 13:56:25.553,48.59
595,6.24,2016-12-20 13:56:30.963,2016-12-20 20:11:00.977,38.82
596,6.37,2016-12-20 20:11:07.860,2016-12-21 02:33:15.197,36.72
597,10.9,2016-12-21 02:33:18.240,2016-12-21 13:27:08.443,46.29
598,9.06,2016-12-21 13:27:13.313,2016-12-21 22:30:41.820,37.76
599,21.43,2016-12-21 22:31:14.153,2016-12-22 19:57:03.327,49.5
600,0.24,2016-12-22 19:57:09.680,2016-12-22 20:11:44.577,42.11
601,247.71,2016-12-22 20:18:23.277,2017-01-02 04:00:55.123,35.12
602,22.92,2017-01-02 04:00:58.067,2017-01-03 02:56:10.183,36.16
603,6.05,2017-01-03 02:56:16.273,2017-01-03 08:58:59.137,37.7
604,7.64,2017-01-03 08:59:07.197,2017-01-03 16:37:31.753,38.77
605,8.34,2017-01-03 16:37:37.360,2017-01-04 00:58:18.027,40.18
606,6.64,2017-01-04 00:58:22.550,2017-01-04 07:36:49.563,31.24
607,6.17,2017-01-04 07:36:54.273,2017-01-04 13:47:04.077,42.72
608,5.93,2017-01-04 13:47:08.783,2017-01-04 19:42:40.690,42.36
609,7.78,2017-01-04 19:42:44.170,2017-01-05 03:29:19.367,35.11
610,8.44,2017-01-05 03:29:23.750,2017-01-05 11:55:38.167,32.57
611,7.73,2017-01-05 11:55:42.370,2017-01-05 19:39:12.560,46.63
612,5.94,2017-01-05 19:39:15.587,2017-01-06 01:35:53.223,39.56
613,23.83,2017-01-06 01:35:57.777,2017-01-07 01:25:48.467,49.81
614,11.28,2017-01-07 01:25:57.313,2017-01-07 12:42:44.610,45.64
615,23.84,2017-01-07 12:42:49.160,2017-01-08 12:33:20.130,45.59
616,8.31,2017-01-08 22:45:32.130,2017-01-09 07:04:00.447,49.59
617,20.88,2017-01-09 07:04:04.877,2017-01-10 03:56:39.527,47.53
618,7.05,2017-01-10 03:56:42.263,2017-01-10 10:59:36.737,40.76
619,7.05,2017-01-10 10:59:40.873,2017-01-10 18:02:33.983,40.01
620,6.04,2017-01-10 18:02:37.247,2017-01-11 00:04:45.317,31.84
621,6.62,2017-01-11 00:04:49.690,2017-01-11 06:41:59.777,47.98
622,6.87,2017-01-11 06:42:02.887,2017-01-11 13:34:03.893,36.4
623,7.47,2017-01-11 13:34:11.993,2017-01-11 21:02:30.573,36.26
624,6.59,2017-01-11 21:02:39.627,2017-01-12 03:37:57.857,31.28
625,6.5,2017-01-12 03:38:01.450,2017-01-12 10:07:45.600,40.0
626,7.17,2017-01-12 10:07:49.123,2017-01-12 17:18:18.733,45.84
627,6.73,2017-01-12 17:18:28.500,2017-01-13 00:02:20.060,38.95
628,28.55,2017-01-13 00:02:26.073,2017-01-14 04:35:39.413,33.53
629,12.17,2017-01-14 04:35:47.527,2017-01-14 16:46:15.680,38.01
630,30.35,2017-01-14 16:46:34.913,2017-01-15 23:07:37.750,36.74
631,7.33,2017-01-16 10:50:50.163,2017-01-16 18:10:27.853,39.01
632,18.6,2017-01-16 18:10:31.190,2017-01-17 12:46:41.597,40.22
633,9.87,2017-01-17 00:38:52.077,2017-01-17 10:31:18.970,30.81
634,6.43,2017-01-17 10:31:23.197,2017-01-17 16:57:25.080,34.52
635,9.27,2017-01-17 16:57:28.123,2017-01-18 02:13:44.050,36.5
636,7.12,2017-01-18 02:13:47.630,2017-01-18 09:21:05.163,39.61
637,10.99,2017-01-18 09:21:08.977,2017-01-18 20:20:19.477,45.81
638,36.7,2017-01-18 20:20:23.953,2017-01-20 09:02:16.127,47.02
639,12.69,2017-01-20 09:02:24.867,2017-01-20 21:43:46.580,38.97
640,20.46,2017-01-20 21:45:15.893,2017-01-21 18:12:54.693,36.27
641,44.02,2017-01-21 18:12:58.603,2017-01-23 14:14:23.657,49.08
642,23.95,2017-01-23 14:14:29.653,2017-01-24 14:11:28.253,44.09
643,11.98,2017-01-23 20:18:29.350,2017-01-24 08:17:12.160,34.71
644,7.82,2017-01-23 23:58:52.610,2017-01-24 07:48:05.507,49.27
645,6.93,2017-01-24 14:11:32.490,2017-01-24 21:07:05.833,49.75
646,6.74,2017-01-24 21:09:27.160,2017-01-25 03:53:53.367,43.61
647,9.63,2017-01-25 03:53:56.823,2017-01-25 13:31:33.680,36.52
648,7.92,2017-01-25 13:31:37.797,2017-01-25 21:26:38.560,39.08
649,7.21,2017-01-25 21:26:42.693,2017-01-26 04:39:22.830,30.68
650,9.15,2017-01-26 04:39:26.273,2017-01-26 13:48:09.910,49.92
651,30.4,2017-01-26 13:48:19.987,2017-01-27 20:12:05.290,33.38
652,9.27,2017-01-29 16:01:56.607,2017-01-30 01:18:06.573,34.54
653,7.25,2017-01-30 01:18:12.497,2017-01-30 08:33:01.553,47.62
654,7.24,2017-01-30 08:33:09.050,2017-01-30 15:47:37.503,42.77
655,7.31,2017-01-30 15:47:41.437,2017-01-30 23:06:04.343,45.5
656,6.48,2017-01-30 23:06:08.460,2017-01-31 05:35:08.540,35.05
657,7.71,2017-01-31 05:35:13.933,2017-01-31 13:17:40.233,48.56
658,9.73,2017-01-31 13:17:43.123,2017-01-31 23:01:32.117,33.42
659,8.12,2017-01-31 23:01:37.910,2017-02-01 07:08:48.597,41.39
660,8.67,2017-02-01 07:08:52.017,2017-02-01 15:48:54.967,34.07
661,7.24,2017-02-01 15:48:58.370,2017-02-01 23:03:14.017,41.97
662,6.26,2017-02-01 23:03:17.700,2017-02-02 05:18:35.923,46.32
663,6.41,2017-02-02 05:18:40.867,2017-02-02 11:43:21.983,38.08
664,6.34,2017-02-02 11:43:25.477,2017-02-02 18:03:34.983,42.96
665,8.45,2017-02-02 18:03:41.333,2017-02-03 02:30:52.910,41.18
666,18.29,2017-02-03 02:30:59.133,2017-02-03 20:48:39.040,39.1
667,14.59,2017-02-03 20:48:44.767,2017-02-04 11:24:23.890,38.03
668,48.47,2017-02-04 11:24:28.393,2017-02-06 11:52:36.650,34.3
669,8.17,2017-02-06 13:57:18.583,2017-02-06 22:07:24.900,36.4
670,7.35,2017-02-06 22:07:28.810,2017-02-07 05:28:19.677,47.92
671,7.23,2017-02-07 05:28:22.503,2017-02-07 12:42:08.253,35.42
672,5.94,2017-02-07 12:42:11.520,2017-02-07 18:38:42.860,46.37
673,14.37,2017-02-07 18:38:46.953,2017-02-08 09:00:48.473,47.0
674,9.58,2017-02-08 09:00:51.447,2017-02-08 18:35:50.157,42.5
675,6.89,2017-02-08 18:35:56.077,2017-02-09 01:29:33.460,35.43
676,11.08,2017-02-09 01:29:41.110,2017-02-09 12:34:43.230,32.98
677,11.97,2017-02-09 12:34:54.190,2017-02-10 00:33:13.020,39.97
678,12.74,2017-02-10 00:33:16.200,2017-02-10 13:17:37.813,45.18
679,16.06,2017-02-10 13:17:45.763,2017-02-11 05:21:14.037,43.59
680,71.01,2017-02-11 05:21:17.227,2017-02-14 04:22:03.680,33.93
681,7.79,2017-02-12 21:03:49.237,2017-02-13 04:51:18.000,40.8
682,6.5,2017-02-13 04:51:22.473,2017-02-13 11:21:25.307,45.0
683,9.37,2017-02-13 11:21:28.827,2017-02-13 20:43:42.457,47.64
684,6.09,2017-02-13 20:43:53.370,2017-02-14 02:49:18.900,42.71
685,6.84,2017-02-14 02:49:26.953,2017-02-14 09:40:00.780,43.12
686,9.71,2017-02-15 04:35:58.027,2017-02-15 14:18:37.373,40.06
687,7.72,2017-02-15 14:18:48.137,2017-02-15 22:01:58.293,47.4
688,7.01,2017-02-15 22:02:03.980,2017-02-16 05:02:35.540,32.66
689,14.04,2017-02-16 05:02:38.590,2017-02-16 19:04:51.353,32.38
690,7.99,2017-02-16 19:04:54.963,2017-02-17 03:04:26.397,34.38
691,13.82,2017-02-17 03:04:29.323,2017-02-17 16:53:48.617,42.0
692,17.38,2017-02-17 16:53:51.897,2017-02-18 10:16:24.663,45.8
693,26.71,2017-02-18 10:16:33.053,2017-02-19 12:59:00.463,42.62
694,6.82,2017-02-20 00:04:48.393,2017-02-20 06:54:18.270,33.55
695,11.04,2017-02-20 06:54:21.193,2017-02-20 17:56:56.540,47.29
696,7.8,2017-02-20 17:57:02.083,2017-02-21 01:45:11.540,31.46
697,6.08,2017-02-21 01:45:15.733,2017-02-21 07:49:52.303,43.18
